context_type,role,cohort,standardized_dimension,standardized_label,count,bins,filename
Original,dancer,people,clothing_color,pink,13,8,dancer
Original,dancer,people,clothing_color,red,2,8,dancer
Original,dancer,people,clothing_color,tan,4,8,dancer
Original,dancer,people,clothing_color,white,10,8,dancer
Original,dancer,people,clothing_color,yellow,1,8,dancer
Original,dancer,people,eyewear_present,no,36,1,dancer
Original,dancer,people,facial_hair_present,no,36,1,dancer
Original,dancer,people,gaze_direction,down,10,3,dancer
Original,dancer,people,gaze_direction,left,2,3,dancer
Original,dancer,people,gaze_direction,up,5,3,dancer
Original,dancer,people,gender_presentation,female,46,1,dancer
Original,dancer,people,hair_color,black,12,3,dancer
Original,dancer,people,hair_color,brown,34,3,dancer
Original,dancer,people,hair_color,pink,1,3,dancer
Original,dancer,people,hair_present,yes,37,1,dancer
Original,dancer,people,hair_style,bun,18,7,dancer
Original,dancer,people,hair_style,curly,2,7,dancer
Original,dancer,people,hair_style,long,16,7,dancer
Original,dancer,people,hair_style,ponytail,8,7,dancer
Original,dancer,people,hair_style,straight,7,7,dancer
Original,dancer,people,hair_style,updo,2,7,dancer
Original,dancer,people,hair_style,wavy,8,7,dancer
Original,dancer,people,head_covering_present,no,35,1,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,3,2,dancer
Original,dancer,people,pose,standing,3,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,5,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,2,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,5,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,2,2,dancer
Original,dancer,people,pose,standing,9,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,leaning,3,2,dancer
Original,dancer,people,pose,leaning,1,2,dancer
Original,dancer,people,pose,leaning,5,2,dancer
Original,dancer,people,pose,leaning,2,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,27,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,leaning,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,3,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,3,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,leaning,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,8,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,2,2,dancer
Original,dancer,people,pose,standing,2,2,dancer
Original,dancer,people,pose,standing,1,2,dancer
Original,dancer,people,pose,standing,8,2,dancer
Original,dancer,people,pose,standing,5,2,dancer
Original,dancer,people,pose,standing,8,2,dancer
Original,dancer,people,skin_tone,light,32,2,dancer
Original,dancer,people,skin_tone,medium,17,2,dancer
Original,housekeeper,scene_appearance,aesthetic_qualities,cinematic,21,4,housekeeper
Original,housekeeper,scene_appearance,aesthetic_qualities,dreamy,16,4,housekeeper
Original,housekeeper,scene_appearance,aesthetic_qualities,minimal,5,4,housekeeper
Original,housekeeper,scene_appearance,aesthetic_qualities,realistic,28,4,housekeeper
Original,housekeeper,scene_appearance,color_temperature,cool,1,3,housekeeper
Original,housekeeper,scene_appearance,color_temperature,neutral,9,3,housekeeper
Original,housekeeper,scene_appearance,color_temperature,warm,36,3,housekeeper
Original,housekeeper,scene_appearance,dominant_colors,black,3,7,housekeeper
Original,housekeeper,scene_appearance,dominant_colors,blue,1,7,housekeeper
Original,housekeeper,scene_appearance,dominant_colors,brown,37,7,housekeeper
Original,housekeeper,scene_appearance,dominant_colors,mediumvioletred,4,7,housekeeper
Original,housekeeper,scene_appearance,dominant_colors,orange,2,7,housekeeper
Original,housekeeper,scene_appearance,dominant_colors,purple,2,7,housekeeper
Original,housekeeper,scene_appearance,dominant_colors,red,2,7,housekeeper
Original,housekeeper,scene_appearance,mood,calm,47,2,housekeeper
Original,housekeeper,scene_appearance,mood,joyful,9,2,housekeeper
Original,housekeeper,scene_appearance,wall_color,brown,20,2,housekeeper
Original,housekeeper,scene_appearance,wall_color,lightgreen,1,2,housekeeper
Original,housekeeper,camera,depth_of_field,deep,13,3,housekeeper
Original,housekeeper,camera,depth_of_field,moderate,12,3,housekeeper
Original,housekeeper,camera,depth_of_field,shallow,36,3,housekeeper
Original,housekeeper,camera,framing,close up,1,6,housekeeper
Original,housekeeper,camera,framing,establishing shot,7,6,housekeeper
Original,housekeeper,camera,framing,full body,27,6,housekeeper
Original,housekeeper,camera,framing,headshot,1,6,housekeeper
Original,housekeeper,camera,framing,medium,21,6,housekeeper
Original,housekeeper,camera,framing,wide,15,6,housekeeper
Original,housekeeper,camera,perspective,eye level,48,3,housekeeper
Original,housekeeper,camera,perspective,high angle,1,3,housekeeper
Original,housekeeper,camera,perspective,low angle,1,3,housekeeper
Original,housekeeper,objects,type,apron,2,64,housekeeper
Original,housekeeper,objects,type,bag,1,64,housekeeper
Original,housekeeper,objects,type,basket tray,1,64,housekeeper
Original,housekeeper,objects,type,bed,1,64,housekeeper
Original,housekeeper,objects,type,bedcover,1,64,housekeeper
Original,housekeeper,objects,type,bench,7,64,housekeeper
Original,housekeeper,objects,type,books,1,64,housekeeper
Original,housekeeper,objects,type,box,1,64,housekeeper
Original,housekeeper,objects,type,cabinetry,3,64,housekeeper
Original,housekeeper,objects,type,cabinets,1,64,housekeeper
Original,housekeeper,objects,type,ceramic jar,1,64,housekeeper
Original,housekeeper,objects,type,cleaning cart,1,64,housekeeper
Original,housekeeper,objects,type,cleaning tool mop handles etc,5,64,housekeeper
Original,housekeeper,objects,type,container,4,64,housekeeper
Original,housekeeper,objects,type,cutting board,2,64,housekeeper
Original,housekeeper,objects,type,dishware,2,64,housekeeper
Original,housekeeper,objects,type,door,3,64,housekeeper
Original,housekeeper,objects,type,dresser,1,64,housekeeper
Original,housekeeper,objects,type,faucet,1,64,housekeeper
Original,housekeeper,objects,type,fence,2,64,housekeeper
Original,housekeeper,objects,type,frying pan,1,64,housekeeper
Original,housekeeper,objects,type,glove single,1,64,housekeeper
Original,housekeeper,objects,type,gloves,1,64,housekeeper
Original,housekeeper,objects,type,hanging basket or garment cover,1,64,housekeeper
Original,housekeeper,objects,type,jar,1,64,housekeeper
Original,housekeeper,objects,type,kettle,1,64,housekeeper
Original,housekeeper,objects,type,kitchen towel,1,64,housekeeper
Original,housekeeper,objects,type,knife,1,64,housekeeper
Original,housekeeper,objects,type,lamp,1,64,housekeeper
Original,housekeeper,objects,type,lamp post,4,64,housekeeper
Original,housekeeper,objects,type,lamppost,2,64,housekeeper
Original,housekeeper,objects,type,measuring jar,1,64,housekeeper
Original,housekeeper,objects,type,mirror,1,64,housekeeper
Original,housekeeper,objects,type,mixing bowl,1,64,housekeeper
Original,housekeeper,objects,type,mop head,1,64,housekeeper
Original,housekeeper,objects,type,plant,28,64,housekeeper
Original,housekeeper,objects,type,plant container,1,64,housekeeper
Original,housekeeper,objects,type,plant pot,1,64,housekeeper
Original,housekeeper,objects,type,planting,2,64,housekeeper
Original,housekeeper,objects,type,potted plant,1,64,housekeeper
Original,housekeeper,objects,type,railing,1,64,housekeeper
Original,housekeeper,objects,type,refrigerator,1,64,housekeeper
Original,housekeeper,objects,type,side table,1,64,housekeeper
Original,housekeeper,objects,type,sink,4,64,housekeeper
Original,housekeeper,objects,type,soap dispensing bottle,1,64,housekeeper
Original,housekeeper,objects,type,spatula,1,64,housekeeper
Original,housekeeper,objects,type,squeeze bottle,1,64,housekeeper
Original,housekeeper,objects,type,stool,2,64,housekeeper
Original,housekeeper,objects,type,stove,1,64,housekeeper
Original,housekeeper,objects,type,stovetop,2,64,housekeeper
Original,housekeeper,objects,type,table,8,64,housekeeper
Original,housekeeper,objects,type,tableware,1,64,housekeeper
Original,housekeeper,objects,type,towel,1,64,housekeeper
Original,housekeeper,objects,type,towel stack,1,64,housekeeper
Original,housekeeper,objects,type,tree,8,64,housekeeper
Original,housekeeper,objects,type,tree canopy,2,64,housekeeper
Original,housekeeper,objects,type,umbrella,1,64,housekeeper
Original,housekeeper,objects,type,upper cabinet,1,64,housekeeper
Original,housekeeper,objects,type,utensil container,1,64,housekeeper
Original,housekeeper,objects,type,utensil single,2,64,housekeeper
Original,housekeeper,objects,type,utensils hanging,1,64,housekeeper
Original,housekeeper,objects,type,window,15,64,housekeeper
Original,housekeeper,objects,type,window treatment,1,64,housekeeper
Original,housekeeper,objects,type,cabinetry,3,64,housekeeper
Original,housekeeper,objects,type,cutting board,2,64,housekeeper
Original,housekeeper,objects,type,door,3,64,housekeeper
Original,housekeeper,objects,type,plant,4,64,housekeeper
Original,housekeeper,objects,type,sink,4,64,housekeeper
Original,housekeeper,objects,type,stovetop,2,64,housekeeper
Original,housekeeper,objects,type,utensil,2,64,housekeeper
Original,housekeeper,objects,type,window,5,64,housekeeper
Original,housekeeper,people,activities,adjusting window area fabric,1,24,housekeeper
Original,housekeeper,people,activities,planting,1,24,housekeeper
Original,housekeeper,people,activities,cleaning generic,3,24,housekeeper
Original,housekeeper,people,activities,food preparation,1,24,housekeeper
Original,housekeeper,people,activities,holding cleaning cart,1,24,housekeeper
Original,housekeeper,people,activities,handling produce,1,24,housekeeper
Original,housekeeper,people,activities,holding cleaning cart,1,24,housekeeper
Original,housekeeper,people,activities,holding mop,1,24,housekeeper
Original,housekeeper,people,activities,holding tool,1,24,housekeeper
Original,housekeeper,people,activities,holding bag,1,24,housekeeper
Original,housekeeper,people,activities,holding wand with both hands,1,24,housekeeper
Original,housekeeper,people,activities,inspecting soil,1,24,housekeeper
Original,housekeeper,people,activities,jogging,1,24,housekeeper
Original,housekeeper,people,activities,lifting throw cushion,1,24,housekeeper
Original,housekeeper,people,activities,mopping,5,24,housekeeper
Original,housekeeper,people,activities,pushing,1,24,housekeeper
Original,housekeeper,people,activities,pushing brush across rug,1,24,housekeeper
Original,housekeeper,people,activities,pushing guiding vacuum,1,24,housekeeper
Original,housekeeper,people,activities,pushing or pulling mop,1,24,housekeeper
Original,housekeeper,people,activities,running,9,24,housekeeper
Original,housekeeper,people,activities,running toward camera,1,24,housekeeper
Original,housekeeper,people,activities,scrubbing,1,24,housekeeper
Original,housekeeper,people,activities,smoothing towels,1,24,housekeeper
Original,housekeeper,people,activities,vacuuming,10,24,housekeeper
Original,housekeeper,people,activities,wiping,2,24,housekeeper
Original,housekeeper,people,pose,standing,1,2,housekeeper
Original,housekeeper,people,pose,standing,1,2,housekeeper
Original,housekeeper,people,pose,leaning,1,2,housekeeper
Original,housekeeper,people,pose,standing,1,2,housekeeper
Original,housekeeper,people,pose,leaning,1,2,housekeeper
Original,housekeeper,people,pose,standing,1,2,housekeeper
Original,housekeeper,people,pose,standing,1,2,housekeeper
Original,housekeeper,people,pose,leaning,9,2,housekeeper
Original,housekeeper,people,pose,standing,1,2,housekeeper
Original,housekeeper,people,pose,standing,6,2,housekeeper
Original,housekeeper,people,pose,standing,1,2,housekeeper
Original,housekeeper,people,pose,standing,4,2,housekeeper
Original,housekeeper,people,pose,standing,6,2,housekeeper
Original,housekeeper,people,age_range,middle aged,14,3,housekeeper
Original,housekeeper,people,age_range,older adult,2,3,housekeeper
Original,housekeeper,people,age_range,young adult,29,3,housekeeper
Original,housekeeper,people,clothing_color,black,31,11,housekeeper
Original,housekeeper,people,clothing_color,blue,32,11,housekeeper
Original,housekeeper,people,clothing_color,brown,8,11,housekeeper
Original,housekeeper,people,clothing_color,gray,13,11,housekeeper
Original,housekeeper,people,clothing_color,green,10,11,housekeeper
Original,housekeeper,people,clothing_color,mediumpurple,2,11,housekeeper
Original,housekeeper,people,clothing_color,pink,3,11,housekeeper
Original,housekeeper,people,clothing_color,red,1,11,housekeeper
Original,housekeeper,people,clothing_color,tan,6,11,housekeeper
Original,housekeeper,people,clothing_color,white,43,11,housekeeper
Original,housekeeper,people,clothing_color,yellow,3,11,housekeeper
Original,housekeeper,people,clothing_garment,apron,26,28,housekeeper
Original,housekeeper,people,clothing_garment,athletic pants,1,28,housekeeper
Original,housekeeper,people,clothing_garment,blouse,7,28,housekeeper
Original,housekeeper,people,clothing_garment,cleaning gloves,1,28,housekeeper
Original,housekeeper,people,clothing_garment,cropped straight leg trousers,1,28,housekeeper
Original,housekeeper,people,clothing_garment,dress,8,28,housekeeper
Original,housekeeper,people,clothing_garment,full length apron,1,28,housekeeper
Original,housekeeper,people,clothing_garment,gloves,5,28,housekeeper
Original,housekeeper,people,clothing_garment,gloves,1,28,housekeeper
Original,housekeeper,people,clothing_garment,leggings,2,28,housekeeper
Original,housekeeper,people,clothing_garment,nurse dress,1,28,housekeeper
Original,housekeeper,people,clothing_garment,pants,1,28,housekeeper
Original,housekeeper,people,clothing_garment,polo dress,1,28,housekeeper
Original,housekeeper,people,clothing_garment,running shoes,2,28,housekeeper
Original,housekeeper,people,clothing_garment,scrub pants,1,28,housekeeper
Original,housekeeper,people,clothing_garment,scrub top,1,28,housekeeper
Original,housekeeper,people,clothing_garment,shirt,23,28,housekeeper
Original,housekeeper,people,clothing_garment,shoes,16,28,housekeeper
Original,housekeeper,people,clothing_garment,shorts,2,28,housekeeper
Original,housekeeper,people,clothing_garment,skirt,4,28,housekeeper
Original,housekeeper,people,clothing_garment,slippers,2,28,housekeeper
Original,housekeeper,people,clothing_garment,sneakers,2,28,housekeeper
Original,housekeeper,people,clothing_garment,socks,2,28,housekeeper
Original,housekeeper,people,clothing_garment,top,2,28,housekeeper
Original,housekeeper,people,clothing_garment,trousers,2,28,housekeeper
Original,housekeeper,people,clothing_garment,uniform dress,1,28,housekeeper
Original,housekeeper,people,clothing_garment,waist apron,1,28,housekeeper
Original,housekeeper,people,clothing_garment,work apron,1,28,housekeeper
