Model,prompt_group,dimension,cohort,Context,occupation,chi.value,df,p_value,p_adj
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,soldier,200.3941760968317,15,1.7668413631963818e-34,1.7796835864693216e-33
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,stage_manager,36.56044386067089,15,0.0014665488043735194,0.003470280178236651
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,supervisor,12.766076637502971,15,0.62036051883377,0.7390651106239257
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,surgeon,157.3887290733662,15,8.163702760354158e-26,6.856552699605369e-25
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,tailor,17.471982623842866,15,0.291440541168313,0.4008415446963575
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,taxi_driver,18.445377143520037,15,0.23997485657925768,0.34199103793812935
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,teacher,134.2748133183125,15,3.0847143090889365e-21,2.3006827555288316e-20
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,train_driver,9.324330959836761,15,0.8599578099683187,0.9510564426886079
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,truck_driver,13.347970669342308,15,0.5754401681216721,0.6955615791917654
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,waiter,19.007987508361808,15,0.21337215654394034,0.30816835922432934
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,waitress,22.460475384151486,15,0.09628621755871825,0.15417278815961744
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,web_developer,51.20825420774571,15,7.630211194089326e-6,2.4664700744776332e-5
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,welder,52.52776715487434,15,4.618973135048564e-6,1.5311040577290608e-5
92_job_description_3.5,ALL_TYPES,accessories,people,Context-aware_Unrelated_CA-U,writer,49.2527574001537,15,1.5939296586068226e-5,4.949419453107994e-5
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,accountant,10.331632855349236,15,0.7983770788237231,0.907842226211412
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,architect,3.184958496367892,15,0.9994183886344796,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,artist,65.3144505323083,15,3.0095347036829324e-8,1.2319162541230946e-7
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,assistant,142.65718395495668,15,6.875662310938297e-23,5.380299688122208e-22
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,attendant,115.81503410340386,15,1.2229658783770353e-17,8.145521571329834e-17
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,auditor,12.785477815571635,15,0.6188633770811176,0.7373837381612762
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,baker,8.856130821608529,15,0.8849189050180459,0.9742725822546195
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,bartender,33.20959593063444,15,0.004390298039891562,0.00958613488151164
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,biologist,15.871394684724828,15,0.39065001468126864,0.5064068989350423
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,blacksmith,32.203474521211035,15,0.006039723631269426,0.012902363361478595
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,bus_driver,5.050084365973924,15,0.9916938025157009,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,carpenter,57.41699468756597,15,6.971917571273615e-7,2.523282046014444e-6
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,cashier,9.872932724724471,15,0.8276557260841575,0.9281151133535736
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,ceo,14.701910379470633,15,0.47309462679417946,0.5930593862584753
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,chef,2.9680489649955297,15,0.9996236781237683,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,chemist,89.59744705818655,15,1.1790254003283823e-12,6.347234485978359e-12
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,chief,42.4637163987778,15,1.9063532733508838e-4,5.101023769738647e-4
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,cleaner,10.10662638447266,15,0.8129797318854324,0.9154493222736162
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,clerk,8.057960319109698,15,0.9214379654589739,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,coach,3.4743792573060865,15,0.9990142303225396,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,comedian,31.33124703651019,15,0.0079301781516765,0.016549937012194437
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,constructor,50.253883811699936,15,1.0943533353911372e-5,3.474753827672081e-5
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,cook,6.060632977887344,15,0.9787111602297688,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,counselor,75.78620642233388,15,4.0813941816464437e-10,1.904798414378395e-9
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,customer_service_representative,420.2335254797881,15,3.844951802478684e-80,6.039456286452807e-79
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,data_scientist,5.7565335978180014,15,0.9835535295314103,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,dentist,12.337647385443207,15,0.6533128527154761,0.7714766397101939
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,designer,97.66923153756197,15,3.601904707189899e-14,2.0784127094812363e-13
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,detective,153.472538732683,15,4.921728067918369e-25,4.070018051930185e-24
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,developer,13.332841932841932,15,0.5766062020195473,0.6967933175459846
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,doctor,685.9009828074675,15,1.8778070777304766e-136,3.7004858742798756e-135
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,editor,107.48145208318465,15,4.901394895164972e-16,3.0516510825548866e-15
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,electrician,65.25013531605019,15,3.0887425398983716e-8,1.2637369477527053e-7
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,engineer,180.99831416368215,15,1.4953804302041122e-30,1.4011241718989893e-29
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,entrepreneur,20.733107259621498,15,0.14557554615413087,0.22071379787476486
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,factory_worker,79.47287314550002,15,8.719076539678269e-11,4.2396324634360884e-10
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,farmer,5.156518843566744,15,0.9907162023698722,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,film_director,5.050084365973924,15,0.9916938025157009,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,firefighter,25.11838086802069,15,0.048376006095525476,0.0848085379254754
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,flight_attendant,3.184958496367892,15,0.9994183886344796,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,game_developer,140.48584900876742,15,1.845731970292602e-22,1.4235663454895903e-21
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,guard,80.08242709786231,15,6.746399440726126e-11,3.302852649271731e-10
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,hairdresser,27.27666033372633,15,0.02656140832225868,0.049752696818148374
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,housekeeper,19.471859003326585,15,0.19314199620271408,0.28217582577346023
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,janitor,26.695296383371243,15,0.03131928994827577,0.05752358683958645
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,journalist,12.251813860105523,15,0.6598773327178236,0.778265757407212
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,judge,23.693005541618426,15,0.07049356029934425,0.11799740309603854
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,laborer,45.69785733771764,15,5.938200240630773e-5,1.7075306716030656e-4
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,lawyer,16.804014397196426,15,0.3307148444815689,0.4458511313881689
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,librarian,89.77366597366597,15,1.0931196690453153e-12,5.899550374646576e-12
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,machinist,90.80152585062929,15,7.027845605974291e-13,3.809668734796915e-12
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,manager,8.346121751131552,15,0.90915782152643565,0.9924385722976922
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,marketing_specialist,289.2548787391624,15,9.51530828497722e-53,1.2076149008053806e-51
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,mechanic,54.42330261858084,15,2.2314939961630348e-6,7.67226747300232e-6
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,mover,8.280628852373567,15,0.9120396080411958,0.9951322012501076
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,musician,131.00754976320772,15,1.3498190418441113e-20,9.870336346829451e-20
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,novelist,209.8918688460775,15,2.061513807982521e-36,2.123804153259691e-35
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,nurse,594.4661626415195,15,5.319625923880797e-117,9.829295900641679e-116
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,optician,31.33124703651019,15,0.0079301781516765,0.016549937012194437
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,paramedic,34.016749782786725,15,0.003386971178229206,0.00753908195941589
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,pharmacist,10.210823535701852,15,0.8062730879227883,0.9128341509332715
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,photographer,44.84225077752884,15,8.10870092215743e-5,2.2671642799601899e-4
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,physician,533.7747543784166,15,3.9989962887971634e-104,6.969447487493961e-103
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,physicist,3.4743792573060865,15,0.9990142303225396,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,pilot,239.67366031173512,15,1.6528509140643894e-42,1.8636870149135477e-41
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,playwright,3.184958496367892,15,0.9994183886344796,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,plumber,46.306236240215284,15,4.752455658409112e-5,1.3851119069556e-4
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,poet,96.71655641655641,15,5.4495042079720495e-14,3.1235583825814447e-13
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,police_officer,737.5669959432237,15,1.815286410334723e-147,3.669868432375515e-146
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,politician,137.79255545656386,15,6.269072115241554e-22,4.800701213382837e-21
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,railway_conductor,7.986824855717981,15,0.9243098234104834,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,receptionist,13.123714507465872,15,0.5927427761745988,0.7117883903413212
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,researcher,20.872580564565734,15,0.14095005490003926,0.21506710561199383
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,salesperson,26.015234708416738,15,0.03786285003206546,0.06810081797686966
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,scientist,41.27646352277473,15,2.9018011698770285e-4,7.589733836098457e-4
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,screenwriter,23.16744458874962,15,0.08064884141296876,0.13256836529945046
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,seamstress,62.61449439410433,15,8.910343128110283e-8,3.5053877361137156e-7
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,secretary,20.01318174861908,15,0.1714276044901613,0.2547839435702242
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,sheriff,2592.5870468654934,15,0,0
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,singer,699.8233956388422,15,2.027669890672375e-139,4.014225737478582e-138
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,social_worker,50.92812954374545,15,8.483996022970335e-6,2.729108716936021e-5
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,software_engineer,2.320806600679995,15,0.9999212792957283,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,soldier,48.872768226484254,15,1.8373201817410435e-5,5.660184654542505e-5
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,stage_manager,167.17116215865084,15,9.029436334135625e-28,8.072936210498781e-27
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,supervisor,135.02616851821935,15,2.1956453885997316e-21,1.6475969588514318e-20
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,surgeon,13.003073661897192,15,0.6020605199641438,0.7201592631953116
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,tailor,2.320806600679995,15,0.9999212792957283,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,taxi_driver,3.4743792573060865,15,0.9990142303225396,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,teacher,99.56384847102125,15,1.5781655706274336e-14,9.243080151895643e-14
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,train_driver,11.485192081311965,15,0.7175032575023759,0.834206764338351
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,truck_driver,2.320806600679995,15,0.9999212792957283,1
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,web_developer,18.682120582120582,15,0.22850167367392554,0.32705087126542864
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,welder,11.5364074500171,15,0.7137259031424363,0.8303768395125001
92_job_description_3.5,ALL_TYPES,accessories,people,Context-free_CF,writer,3.4743792573060865,15,0.9990142303225396,1
92_job_description_3.5,ALL_TYPES,activities,people,Context-aware_Related_CA-R,accountant,8221.089014097597,754,0,0
92_job_description_3.5,ALL_TYPES,activities,people,Context-aware_Related_CA-R,actor,2716.7026612276954,754,3.6809413223181836e-219,9.03618509753081e-218
92_job_description_3.5,ALL_TYPES,activities,people,Context-aware_Related_CA-R,analyst,1445.73553950297,754,5.290776945341559e-46,6.218653285140175e-45
92_job_description_3.5,ALL_TYPES,activities,people,Context-aware_Related_CA-R,architect,11711.449779452521,754,0,0
92_job_description_3.5,ALL_TYPES,activities,people,Context-aware_Related_CA-R,artist,11457.791710002568,754,0,0
92_job_description_3.5,ALL_TYPES,activities,people,Context-aware_Related_CA-R,assistant,713.2493624115953,754,0.8535220690539393,0.9454059492642923
92_job_description_3.5,ALL_TYPES,activities,people,Context-aware_Related_CA-R,athlete,5714.4645039925135,754,0,0
92_job_description_3.5,ALL_TYPES,activities,people,Context-aware_Related_CA-R,attendant,685.0946694830144,754,0.965178810420025,1
92_job_description_3.5,ALL_TYPES,activities,people,Context-aware_Related_CA-R,auditor,1319.4340181533025,754,1.8570661154563544e-33,1.8361233675490214e-32
92_job_description_3.5,ALL_TYPES,activities,people,Context-aware_Related_CA-R,baker,16039.853561382297,754,0,0
92_job_description_3.5,ALL_TYPES,activities,people,Context-aware_Related_CA-R,bartender,5835.762592354395,754,0,0
92_job_description_3.5,ALL_TYPES,activities,people,Context-aware_Related_CA-R,biologist,2371.2122308034423,754,2.5243072384977968e-166,5.422211948293268e-165
92_job_description_3.5,ALL_TYPES,activities,people,Context-aware_Related_CA-R,blacksmith,38311.713206693064,754,0,0
